siren;reference contrat;date debut;montant;durée;terme;echeance;loyer intercalaire;reste;montant prestation;Périodicité;incident de paiement;reloc;assurance;matricule;entité;affichage;raison sociale;leaser;numero contrat leaser;a garder vide;montant financement leaser
310096664;19210;01/06/2017;9493.93;63;1;180.00;0;1.00;207;MOIS;NON;NON;0.00;G697J400699;18;0;SAS LOCABOAT PLAISANCE;Franfi;001464803-00;;10258.42
950499145;16221;01/04/2017;16401.9;66;1;867.00;0;1.00;208;TRIMESTRE;NON;NON;0.00;QTT26168;18;0;SARL VALBAIE;Franfi;001439078-00;;17241.13
433837416;19187;01/07/2017;7395.02;63;1;417.00;0;1.00;210;TRIMESTRE;NON;NON;0.00;W2N7205529;18;0;SAS CONTROLE ET MAINTENANCE;Franfi;001464836-00;;7947.96
348616921;13799;01/07/2017;3285.32;63;1;189.00;0;1.00;212;TRIMESTRE;NON;NON;0.00;V937206035;18;0;SAS PARQUETERIE DE BOURGOGNE;Franfi;001467952-00;;3625.35
745950758;20240;01/10/2017;44989.39;60;1;2 523.00;0;1.00;213;TRIMESTRE;NON;NON;149.46;C737J700056;18;0;SA FROMAGÈRE DE LA BRIE;Franfi;001495243-00;;46393.01
447489006;19173;01/10/2017;23254.67;60;1;1 329.00;0;1.00;215;TRIMESTRE;NON;NON;206.84;3813 ABAC LOCATION;18;0;SARL ABAC LOCATION;Franfi;001492213-00;;24382.23
488968934;19509;01/07/2017;5054.17;63;1;285.00;0;1.00;217;TRIMESTRE;NON;NON;0.00;W2W6Y07615;18;0;MR RICHARD GLOREL;Franfi;001468197-00;;5466.33
198905408;18991;01/07/2017;10790.8;63;1;595.00;0;1.00;218;TRIMESTRE;NON;NON;0.00;W317101699;18;0;ADM COLLEGE CHATEAUBRIAND;Franfi;001463455-00;;11383.56
353302813;20150;01/07/2017;14660.72;63;1;810.00;0;1.00;221;TRIMESTRE;NON;NON;59.99;LSN7535574;18;0;ASSC MAILLY CASTELLOISE MAISON;Franfi;001474354-00;;15534.22
532300001;19729;01/07/2017;10316.83;63;1;570.00;0;1.00;223;TRIMESTRE;NON;NON;45.81;W2N7306332;18;0;SARL 3A CONSEIL;Franfi;001469789-00;;10931.76
326194149;18464;01/07/2017;3674.63;63;1;210.00;0;1.00;224;TRIMESTRE;NON;NON;0.00;G435P800489;18;0;SAS MONPOIX;Franfi;001466335-00;;4028.06
342319332;18368;01/07/2017;17164.36;63;1;954.00;0;1.00;226;TRIMESTRE;NON;NON;0.00;G717J300120;18;0;SCP FLORENCE MERLET NOTAIRE AS;Franfi;001463279-00;;18181.93
403137318;16795;01/07/2017;3958.37;63;1;230.00;0;1.00;231;TRIMESTRE;NON;NON;0.00;W2W6Z10533;18;0;ASSC VITAVIE;Franfi;001459312-00;;4384.17
218904399;18436;01/07/2017;8611.49;63;1;480.00;0;1.00;232;TRIMESTRE;NON;NON;0.00;W2W6Z10505;18;0;ADM COMMUNE DE VERGIGNY;Franfi;001463468-00;;9183.55
813041464;19042;01/07/2017;3546.05;63;1;204.00;0;1.00;233;TRIMESTRE;NON;NON;27.64;W2W6Y07538;18;0;SAS EL BOUHALI;Franfi;001463761-00;;3888.67
440320950;20042;01/07/2017;3832.1;63;1;219.00;0;1.00;236;TRIMESTRE;NON;NON;0.00;C717R310255;18;0;SAS HEDS;Franfi;001472673-00;;4200.66
778647792;20271;01/10/2017;13724.75;60;1;799.00;0;1.00;238;TRIMESTRE;NON;NON;0.00;LCA5X16785;18;0;ASSC ADPEP 89;Franfi;001491675-00;;14659.06
218901585;19823;01/07/2017;17572.85;63;1;960.00;0;1.00;242;TRIMESTRE;NON;NON;0.00;W2S7314433;18;0;ADM COMMUNE D'ETAIS LA SAUVIN;Franfi;001469712-00;;18544.4
426120358;19302;01/07/2017;35015.92;63;1;1 880.00;0;1.00;243;TRIMESTRE;NON;NON;0.00;W2W6Z09131;18;0;SA HENRI HAMELIN ET SES FILS;Franfi;001472748-00;;36140.39
973203284;20041;01/10/2017;27666.27;63;1;1 515.00;0;1.00;244;TRIMESTRE;NON;NON;0.00;W2W7521254;18;0;SASU TENTE;Franfi;001493492-00;;29053.93
330728403;20903;01/10/2017;5244.46;63;1;294.00;0;1.00;247;TRIMESTRE;NON;NON;0.00;C717R610344;18;0;SAS BIRO FRANCE;Franfi;001484351-00;;5638.93
444420830;20294;01/10/2017;2299.52;63;1;135.00;0;1.00;250;TRIMESTRE;NON;NON;24.29;752871301124Y;18;0;SAS DPD FRANCE;Franfi;001482676-00;;2589.8
218901866;20558;01/10/2017;4811.98;63;1;275.00;0;1.00;251;TRIMESTRE;NON;NON;0.00;C717R310170;18;0;ADM COMMUNE DE GERMIGNY;Franfi;001478348-00;;5312.85
479835365;20953;01/10/2017;6154.21;63;1;345.00;0;1.00;252;TRIMESTRE;NON;NON;36.50;C717R410448;18;0;SARL AGENCE IMMOBILIEREMENT VO;Franfi;001488926-00;;6616.95
392082178;20368;01/10/2017;3884.59;63;1;222.00;0;1.00;253;TRIMESTRE;NON;NON;0.00;7528713011210;18;0;SLRL PHARMACIE D ABRAHAM;Franfi;001476538-00;;4258.19
786550236;20735;01/10/2017;7539.13;63;1;420.00;0;1.00;256;TRIMESTRE;NON;NON;0.00;C507P603193;18;0;SARL ENTREPRISE TISSIER PERE E;Franfi;001491978-00;;8055.22
506850015;20841;01/10/2017;14298.73;63;1;790.00;0;1.00;257;TRIMESTRE;NON;NON;0.00;BAAT5855;18;0;SAS ATELIERS DE JOIGNY;Franfi;001492614-00;;15150.68
288900012;21360;01/10/2017;17920.64;63;1;979.00;0;1.00;258;TRIMESTRE;NON;NON;0.00;W2N7710180;18;0;ADM SCE DEPART INCENDIE ET SEC;Franfi;001514600-00;;18911.4
778669622;20013;01/10/2017;4417.93;63;1;255.00;0;1.00;260;TRIMESTRE;NON;NON;0.00;V7C7106347;18;0;ASSC UNA JOIGNY CHARNY;Franfi;001477763-00;;4891.02
539108647;20872;01/10/2017;4462.03;63;1;255.00;0;1.00;261;TRIMESTRE;NON;NON;31.82;V7C7207059;18;0;SAS JFG CONDUITE;Franfi;001487371-00;;4891.02
402328280;20727;01/10/2017;6421.78;63;1;360.00;0;1.00;262;TRIMESTRE;NON;NON;37.28;C717R310026;18;0;ASSC LES JARDINS DE LA CROISIE;Franfi;001488774-00;;6904.6
522322783;20401;01/10/2017;8702.79;63;1;165.00;0;1.00;264;MOIS;NON;NON;14.24;C717J500217;18;0;SAS AGENCE ALEXANDRE;Franfi;001488544-00;;9464.52
342669744;20866;01/10/2017;4287.04;63;1;245.00;0;1.00;266;TRIMESTRE;NON;NON;0.00;W2W7521249;18;0;SCP REGNIER-SERRE-FLEURIER-FEL;Franfi;001487452-00;;4699.26
789523990;20643;01/10/2017;638.81;63;1;37.50;0;1.00;267;TRIMESTRE;NON;NON;0.00;NND3907554;18;0;SARL RECYCLE AUTO PIECES;Franfi;001478322-00;;720.05
508921111;20313;01/10/2017;6421.78;63;1;360.00;0;1.00;273;TRIMESTRE;NON;NON;0.00;W2S7421003;18;0;SLRL SEVERINE CHABANNES;Franfi;001479952-00;;6904.6
218904597;20622;01/10/2017;3622.13;63;1;207.00;0;1.00;274;TRIMESTRE;NON;NON;0.00;W2W7521346;18;0;MAIR COMMUNE DE VILLENEUVE LA ;Franfi;001487304-00;;3999.36
218903037;21027;01/10/2017;4619.5;63;1;264.00;0;1.00;276;TRIMESTRE;NON;NON;0.00;W2W7521345;18;0;ADM COMMUNE DE POILLY SUR SERE;Franfi;001493558-00;;5100.38
522414754;18493;01/10/2017;13485.86;63;1;749.00;0;1.00;277;TRIMESTRE;NON;NON;57.54;LHD4Z26714;18;0;SAS T.R.E.E;Franfi;001500757-00;;14364.42
217701390;19922;01/01/2018;5047.36;60;1;300.00;0;1.00;278;TRIMESTRE;NON;NON;0.00;29639;18;0;MAIR COMMUNE DE COURTRY;Franfi;001517747-00;;5495.77
197713365;19675;01/09/2017;65631.2;66;1;3 380.00;0;1.00;279;TRIMESTRE;NON;NON;0.00;VA87100161;18;0;COLL LYCEE POLYVALENT LES PANN;Franfi;001488135-00;;68814.03
397750514;22710;01/01/2018;25383.58;63;1;1 390.00;0;1.00;282;TRIMESTRE;NON;NON;0.00;W2S7726699;18;0;SARL CARROSSERIE VARENNOISE;Franfi;001513797-00;;26656.83
307278200;21372;01/01/2018;24843.04;63;1;1 374.00;0;1.00;287;TRIMESTRE;NON;NON;0.00;W2S7726700;18;0;SCP CLOTIDE TATAT EMMANUEL ARN;Franfi;001500360-00;;26349.99
705880383;22122;01/01/2018;16271.09;63;1;891.00;0;1.00;289;TRIMESTRE;NON;NON;0.00;LSN7741064;18;0;SA ETABLISSEMENTS CHAROT;Franfi;001507198-00;;17087.54
218902146;20766;01/01/2018;3849.6;63;1;220.00;0;1.00;293;TRIMESTRE;NON;NON;0.00;W2W7519962;18;0;MAIR COMMUNE DE LAILLY;Franfi;001496075-00;;4250.48
218902369;20522;01/01/2018;4829.48;63;1;276.00;0;1.00;294;TRIMESTRE;NON;NON;0.00;C717R310035;18;0;ADM COMMUNE DE MAILLOT;Franfi;001493798-00;;5332.17
400420816;21221;01/01/2018;4724.49;63;1;270.00;0;1.00;295;TRIMESTRE;NON;NON;0.00;W2W7827725;18;0;SAS LEFEVRE PAYSAGE;Franfi;001514001-00;;5178.68
500483797;21950;01/01/2018;2974.71;63;1;170.00;0;1.00;300;TRIMESTRE;NON;NON;0.00;7528732011HN5;18;0;M. KARIM ROUMANE;Franfi;001509069-00;;3260.99
310310594;20261;01/01/2018;7642.16;63;1;430.00;0;1.00;302;TRIMESTRE;NON;NON;0.00;C717R410459;18;0;SAS RATOUCY;Franfi;001494367-00;;8246.99
198900375;21750;01/01/2018;10425.43;63;1;576.00;0;1.00;303;TRIMESTRE;NON;NON;0.00;V937508060;18;0;COLL COLLEGE ANDRE LEROI-GOURH;Franfi;001504348-00;;11127.01
409776655;20259;01/01/2018;8530.87;63;1;480.00;0;1.00;304;TRIMESTRE;NON;NON;41.31;C717R310065;18;0;SAS ART GRAND PRIX;Franfi;001501920-00;;9205.83
313537938;22356;01/01/2018;11764.79;63;1;650.00;0;1.00;305;TRIMESTRE;NON;NON;0.00;W2W7930317;18;0;SAS LA PUB EN VERT;Franfi;001512380-00;;12465.91
315737486;22188;01/01/2018;10751.21;63;1;594.00;0;1.00;306;TRIMESTRE;NON;NON;0.00;C717R811028;18;0;ASSC CENTRE GESTION AGREE YONN;Franfi;001507360-00;;11392
197713365;21382;01/10/2017;954.65;66;1;54.00;0;1.00;307;TRIMESTRE;NON;NON;0.00;W3V7810847;18;0;COLL LYCEE POLYVALENT LES PANN;Franfi;001504453-00;;1089.18
218901221;20666;01/01/2018;2624.76;63;1;150.00;0;1.00;310;TRIMESTRE;NON;NON;0.00;E337M720562;18;0;MAIR COMMUNE DE COURGENAY;Franfi;001503067-00;;2898.34
831592811;21477;01/01/2018;22239.31;63;1;1 230.00;0;1.00;315;TRIMESTRE;NON;NON;0.00;W2S7727259;18;0;SCP FRANCIN FAIVRE-FRANCIN LAR;Franfi;001506255-00;;23588.51
519846687;23591;01/04/2018;14298.73;63;1;790.00;0;1.00;330;TRIMESTRE;NON;NON;60.65;7528750012036;18;0;SARL ALLO-FLOCK;Franfi;001527590-00;;15150.68
441038346;21882;01/01/2018;8874.97;66;1;480.00;0;1.00;335;TRIMESTRE;NON;NON;0.00;C717R410443;18;0;SARL MILLON PEPINIERES;Franfi;001500021-00;;9601.19
303467146;23675;01/04/2018;19905.12;63;1;1 090.00;0;1.00;336;TRIMESTRE;NON;NON;0.00;VLW7Z79697;18;0;SAS CLINIQUE DE REGENNES;Franfi;001537079-00;;20903.74
432703460;23306;01/04/2018;4339.54;63;1;248.00;0;1.00;337;TRIMESTRE;NON;NON;0.00;W2W7X33093;18;0;SARL AGENCE DE LA HALLE;Franfi;001527836-00;;4756.79
442697579;24275;01/04/2018;4514.52;63;1;258.00;0;1.00;338;TRIMESTRE;NON;NON;0.00;W2W7Z36035;18;0;SARL RACE LAURENCE ET DENIS;Franfi;001528121-00;;4948.55
321717548;24219;01/04/2018;15011.04;63;1;822.00;0;1.00;339;TRIMESTRE;NON;NON;0.00;50620994753HM;18;0;SAS SUREAU AGRICULTURE;Franfi;001536136-00;;15764.33
407871961;23871;01/04/2018;9370.04;63;1;522.00;0;1.00;341;TRIMESTRE;NON;NON;0.00;C717R912334;18;0;SARL CHRIS MULTI SERVICES;Franfi;001532187-00;;10011.26
477803498;23540;01/04/2018;5886.64;63;1;330.00;0;1.00;342;TRIMESTRE;NON;NON;34.60;W2W7Y33657;18;0;SARL DOMAINE DE L ESPERANCE;Franfi;001523658-00;;6329.3
305800963;23464;01/04/2018;8993.08;63;1;501.00;0;1.00;345;TRIMESTRE;NON;NON;45.51;W2S7X33741;18;0;ASSC AIDE MENAGERE INTERCANTON;Franfi;001523763-00;;9608.55
258902550;23942;01/04/2018;2983;63;1;171.00;0;1.00;346;TRIMESTRE;NON;NON;0.00;7528750012094;18;0;ADM SM CREATION GESTION FOURRI;Franfi;001537451-00;;3303.98
217701846;23112;01/04/2018;5190.95;63;1;291.00;0;1.00;349;TRIMESTRE;NON;NON;0.00;W2W7X33246;18;0;MAIR COMMUNE FLAGY;Franfi;001520200-00;;5621.92
218900637;23304;01/04/2018;3622.13;63;1;207.00;0;1.00;352;TRIMESTRE;NON;NON;0.00;W2W7Y33659;18;0;ADM MAIRE DE LA CELLE ST CYR;Franfi;001526829-00;;3999.36
775676653;23305;01/04/2018;4147.06;63;1;237.00;0;1.00;354;TRIMESTRE;NON;NON;0.00;W2W7931666;18;0;ASSC FRANCAISE D'ENTRAIDE;Franfi;001527572-00;;4545.85
449023787;25031;01/07/2018;1958.86;63;1;115.00;0;1.00;357;TRIMESTRE;NON;NON;25.14;LSN8354698;18;0;SAS BROPLAST;Franfi;001549895-00;;2206.26
775704216;25618;01/07/2018;9093.6;63;1;506.60;0;1.00;361;TRIMESTRE;NON;NON;480.70;W2W8341188;18;0;ASSC SAUVEGARDE ENFANC ADOLES ;Franfi;001557974-00;;9715.94
775704216;25619;01/07/2018;8703.73;63;1;484.88;0;1.00;362;TRIMESTRE;NON;NON;478.93;W2W8341235;18;0;ASSC SAUVEGARDE ENFANC ADOLES ;Franfi;001560624-00;;9299.41
334393600;21810;01/07/2018;1973.17;63;1;117.00;0;1.00;364;TRIMESTRE;NON;NON;0.00;75288060127RB;18;0;MME FREDERIQUE LEMARQUAND;Franfi;001551737-00;;2244.61
434160578;24899;01/07/2018;5192.56;63;1;294.00;0;1.00;371;TRIMESTRE;NON;NON;0.00;W2W8138276;18;0;SARL LMA;Franfi;001546903-00;;5638.93
218904878;21118;01/07/2018;4637;63;1;265.00;0;1.00;372;TRIMESTRE;OUI;NON;0.00;W2W7X33083;18;0;ADM COMMUNE DE PAROY EN OTHE;Franfi;001552885-00;;5119.7
217704816;24762;01/07/2018;3674.63;63;1;210.00;0;1.00;373;TRIMESTRE;NON;NON;0.00;E153M530929;18;0;ADM COMMUNE VANVILLE;Franfi;001549885-00;;4057.31
334366861;25050;01/07/2018;5828.31;63;1;330.00;0;1.00;375;TRIMESTRE;NON;NON;0.00;C717R911801;18;0;SASU CHAMPION;Franfi;001543412-00;;6329.29
483602322;24698;01/07/2018;5033.62;63;1;285.00;0;1.00;376;TRIMESTRE;NON;NON;0.00;C717R912312;18;0;SAS MILBOX NESPOLI;Franfi;001539777-00;;5466.33
438067381;25388;01/07/2018;11764.79;63;1;650.00;0;1.00;378;TRIMESTRE;NON;NON;53.45;W2W8341236;18;0;SAS ARBEO;Franfi;001551081-00;;12465.9
200061968;24795;01/07/2018;8831.53;63;1;492.00;0;1.00;380;TRIMESTRE;NON;NON;0.00;C717R912364;18;0;ADM COMMUNE DE MONTHOLON;Franfi;001541286-00;;9504.45
200061968;25525;01/07/2018;3832.1;63;1;219.00;0;1.00;381;TRIMESTRE;NON;NON;0.00;C718J500365;18;0;ADM COMMUNE DE MONTHOLON;Franfi;001550525-00;;4231.15
829005982;23925;01/07/2018;12651.67;63;1;699.00;0;1.00;382;TRIMESTRE;NON;NON;101.05;W2S7Y34098;18;0;MME LUCIE BOURSIER;Franfi;001547596-00;;13405.58
218903706;25132;01/07/2018;8149.43;63;1;454.00;0;1.00;387;TRIMESTRE;NON;NON;0.00;C388J400044;18;0;MAIR COMMUNE DE SAINT VALERIEN;Franfi;001542603-00;;8770.44
411593858;24427;01/07/2018;2962.63;63;1;171.00;0;1.00;388;TRIMESTRE;NON;NON;0.00;LCA4706035;18;0;MR STEPHANE BOIZET;Franfi;001543897-00;;3280.17
218904027;23452;01/07/2018;3062.2;63;1;175.00;0;1.00;389;TRIMESTRE;NON;NON;0.00;V937609468;18;0;MAIR COMMUNE DE SOUMAINTRAIN;Franfi;001544600-00;;3381.25
218900413;25275;01/07/2018;3062.2;63;1;175.00;0;1.00;391;TRIMESTRE;NON;NON;0.00;W2W8138594;18;0;MAIR COMMUNE DE BEUGNON;Franfi;001545727-00;;3381.25
218900959;25614;01/07/2018;3989.58;63;1;228.00;0;1.00;392;TRIMESTRE;NON;NON;0.00;W2W8443067;18;0;MAIR COMMUNE DE CHEMILLY SUR S;Franfi;001550416-00;;4405
218901676;25589;01/07/2018;3444;63;1;196.82;0;1.00;393;TRIMESTRE;NON;NON;114.29;R428100604;18;0;MAIR COMMUNE DE FLEURY LA VALL;Franfi;001551722-00;;3802.72
267709558;24989;01/10/2018;3421.78;60;1;203.66;0;1.00;395;TRIMESTRE;NON;NON;184.19;V7C7Y13646;18;0;ADM FOYER DEPARTEMENTAL DE L E;Franfi;001562976-00;;3762.99
217701879;26470;01/09/2018;3849.6;63;1;220.00;0;1.00;396;TRIMESTRE;NON;NON;0.00;W2W8342339;18;0;EPIC COMMUNE FONTAINE FOURCHES;Franfi;001569717-00;;4250.48
350148235;27815;01/01/2019;6160.25;60;1;360.00;0;1.00;400;TRIMESTRE;NON;NON;0.00;W2W8X55390;18;0;SAS CLAUDE CHANTIN CONSTRUCTIO;Franfi;001594221-00;;6605.38
437796881;27118;01/01/2019;5109.42;60;1;298.59;0;1.00;401;TRIMESTRE;NON;NON;153.91;W2W8951662;18;0;EURL F.F.J. ENTREPRISE;Franfi;001592230-00;;5478.73
443004098;26734;01/10/2018;3587.14;63;1;205.00;0;1.00;403;TRIMESTRE;NON;NON;0.00;W2W8545158;18;0;SAS TRANSPORTS MOULIE;Franfi;001576230-00;;3932.18
197711740;26466;01/10/2018;3849.6;63;1;220.00;0;1.00;405;TRIMESTRE;NON;NON;0.00;R428501853;18;0;ADM COLLEGE PIERRE DE MONTEREA;Franfi;001573130-00;;4250.47
218904431;25773;01/10/2018;6421.77;63;1;360.00;0;1.00;407;TRIMESTRE;NON;NON;0.00;E338M720844;18;0;MAIR COMMUNE DE VERON;Franfi;001576324-00;;6954.8
215801572;26129;01/10/2018;6047.18;63;1;339.00;0;1.00;408;TRIMESTRE;NON;NON;0.00;W2W8442946;18;0;MAIR COMMUNE DE MARIGNY L EGLI;Franfi;001563390-00;;6549.09
258900158;26182;01/10/2018;3674.62;63;1;210.00;0;1.00;410;TRIMESTRE;NON;NON;0.00;V7C7Z14143;18;0;COLL SIAEP;Franfi;001571303-00;;4057.32
330281221;26043;01/10/2018;6100.69;63;1;342.00;0;1.00;411;TRIMESTRE;NON;NON;37.09;C718R513578;18;0;ME ESPANITA ORTEGA;Franfi;001569425-00;;6559.42
348410440;26361;01/10/2018;3989.58;63;1;228.00;0;1.00;412;TRIMESTRE;NON;NON;31.02;R428602453;18;0;SARL PRATEC;Franfi;001568918-00;;4373.25
750366544;25949;01/10/2018;6305.29;63;1;357.00;0;1.00;419;TRIMESTRE;NON;NON;35.98;C718J601372;18;0;SARL CRH;Franfi;001566343-00;;6847.07
217701671;26031;01/07/2018;1166.78;66;1;66.00;0;1.00;421;TRIMESTRE;NON;NON;0.00;E333M220318;18;0;MAIR COMMUNE D'ELIGNY;Franfi;001554410-00;;1330.95
393818406;25299;01/10/2018;5634.05;63;1;319.00;0;1.00;422;TRIMESTRE;NON;NON;34.07;W2W8342537;18;0;ASSC RICHES HOMMES ENTRAIDE;Franfi;001555245-00;;6118.34
218900801;25806;01/10/2018;1788.53;63;1;105.00;0;1.00;423;TRIMESTRE;NON;NON;0.00;R4Q8402903;18;0;MAIR COMMUNE CHAPELLE SUR OREU;Franfi;001561405-00;;2029.12
533670790;25793;01/10/2018;26578.8;63;1;1 470.00;0;1.00;424;TRIMESTRE;NON;NON;0.00;C718R411001;18;0;SAS COSTAME;Franfi;001562966-00;;28191.48
790566517;26131;01/10/2018;1992.92;63;1;117.00;0;1.00;425;TRIMESTRE;NON;NON;0.00;7528818012HF7;18;0;EURL ECO CONSEIL;Franfi;001565924-00;;2244.61
217704055;25634;01/01/2019;9281.89;60;1;539.18;0;1.00;429;TRIMESTRE;NON;NON;84.91;WZ1180910008;18;0;EPIC COMMUNE SAINT CYR SUR MOR;Franfi;001581768-00;;9960.81
428156657;26406;01/10/2018;22076.53;66;1;1 161.00;0;1.00;439;TRIMESTRE;NON;NON;71.51;VLW8186511;18;0;SAS TREMPVER;Franfi;001573534-00;;23221.57
449521616;27851;01/01/2019;3149.69;63;1;180.00;0;1.00;440;TRIMESTRE;NON;NON;0.00;C508P703320;18;0;SARL BERTRAND;Franfi;001591001-00;;3452.76
775660087;26816;01/01/2019;15025.1;63;1;831.00;0;1.00;441;TRIMESTRE;NON;NON;58.65;W2S8744950;18;0;ASSC NAL PREVENTION ALCOOLOGIE;Franfi;001582242-00;;15936.93
427020128;27625;01/01/2019;5672.58;63;1;318.00;0;1.00;443;TRIMESTRE;NON;NON;0.00;W2W8953357;18;0;SAS TARTERET;Franfi;001593962-00;;6099.21
351950639;27652;01/01/2019;13574.75;63;1;750.00;0;1.00;444;TRIMESTRE;NON;NON;0.00;W2S8948504;18;0;SARL LEMAIRE JACQUES;Franfi;001593573-00;;14383.68
788034387;25639;01/01/2019;10208.23;63;1;564.00;0;1.00;446;TRIMESTRE;NON;NON;46.41;C717R810896/C717R811268;18;0;SAS TRANSPORTS DE L YONNE;Franfi;001584471-00;;10816.69
443674676;27294;01/01/2019;5173.12;63;1;290.00;0;1.00;452;TRIMESTRE;NON;NON;0.00;W2W8850871;18;0;SAS SICA DE GOUAIX;Franfi;001588557-00;;5562.22
797796349;24890;01/01/2019;3587.14;63;1;205.00;0;1.00;465;TRIMESTRE;NON;NON;0.00;W2W8953066;18;0;SASU PORTES E-SERVICES;Franfi;001591151-00;;3932.18
419734165;27357;01/01/2019;5458.52;63;1;306.00;0;1.00;468;TRIMESTRE;NON;NON;0.00;W2W8647471;18;0;MR OLIVIER MURN;Franfi;001582222-00;;5869.04
218903094;26814;01/01/2019;6154.21;63;1;345.00;0;1.00;470;TRIMESTRE;NON;NON;0.00;W2W8646446;18;0;EPIC COMMUNE DE PONT-SUR-YONNE;Franfi;001584871-00;;6665.22
533736583;27814;01/01/2019;3849.6;63;1;220.00;0;1.00;471;TRIMESTRE;NON;NON;93.78;W2W8951377;18;0;SARL FRANCE PASSION BATIMENT;Franfi;001596662-00;;4219.83
267702538;26775;01/01/2019;3436.45;66;1;189.00;0;1.00;478;TRIMESTRE;NON;NON;0.00;W2W8748812;18;0;COLL CENTRE COMMUNAL D ACTION ;Franfi;001576800-00;;3809.8
218900504;26326;01/01/2019;4781.9;66;1;263.00;0;1.00;487;TRIMESTRE;NON;NON;0.00;W2S8440289;18;0;MAIR COMMUNE DE BONNARD;Franfi;001577170-00;;5301.15
