Société qui factire la location ;Site commercial;Ing Commercial financé;Client;SIRET client;Nom client;Avenant;Commentaire;Date effet;Fin validité;Période Fac;Nb loyers;Somme de Mt financé € HT ;Somme de Mt Loyer intercaoaire HT et /ou 49 € de frais de dossier;Somme de Loyer client € HT 
;;;;;;CTR-039035/0001;"CANON IR 1435IF  X 6 + CANON IMAGE RUNNER C1325 X 2 

";01/01/2018;31/12/2022;Trimestrielle;20;12495,63;0;716
;;;;;;CTR-039232/0001;"Sce Gastro Dr VERGNIOL PORTE H 1280 UF 4353 
";05/02/2018;31/03/2023;Trimestrielle;20;356,02;12,47;20,4
;;;HOPITA3462;782021307;MSPB BAGATELLE;CTR-036419/0001;"OKI ES 5112dn - NS AK52017786 - Salle de Surveillance
";16/09/2016;30/09/2021;Trimestrielle;20;445,03;4,16;25,5
;;;;;;CTR-036494/0001;"LBP 7680C - NS MKBA819848
Robert PIQUE - OPHTALMOLOGIE";12/10/2016;31/12/2021;Trimestrielle;20;418,85;21,13;24
;;;HYBRE5102;531010627;HYBRE ARCHITECTE;CTR-034311/0001;CANON IR ADV C3325 - NS QTS01662;20/07/2015;31/12/2020;Trimestrielle;21;7057,72;406,07;450
;;;IMMOBI0400;419391370;COMPAGNIE IMMOBILIERE;CTR-031334/0001;COPIEUR IR ADVAN?CE C5235I - NS JWF23921;08/11/2013;31/12/2018;Trimestrielle;20;7826,5;321,93;465
;;;;;;CTR-037115/0001;"CANON IR C5535i NS WHR09308 + Accessoires PERIGUEUX
";17/03/2017;31/03/2022;Trimestrielle;20;9326,46;88,67;532
;;;;;;CTR-037117/0001;"CANON IR C3525i NS WHS01529 + Accessoires SARLAT LA CANEDA
";14/03/2017;31/03/2022;Trimestrielle;20;5099,92;58,18;290,91
;;;;;;CTR-037116/0001;"CANON IRAC 3525I NS WSH01503 + Accessoires CASTETS
";01/04/2017;31/03/2022;Trimestrielle;20;5099,92;0;290,91
;;;;;;CTR-037129/0001;"CANON IR 5535I NS WHR09394 + CANON IRAC C5550i NS WHL07116 + Accessoires BERGERAC
";21/03/2017;31/03/2022;Trimestrielle;20;22729,22;158,46;1296,52
;;;;;;CTR-037529/0001;"AGENCE DE DAX -  CANON IR C5535i NS WHR14354 + Accessoires + CANON IRAC5550i NS WHL10368 + Accessoires + CANON IR C3525I NS WSH06433 + Accessoires  
";01/07/2017;30/06/2022;Trimestrielle;20;25068,19;0;1429,94
;;;IMMOSU3700;391709227;IMMOBILIERE SUD;CTR-037173/0001;"CANON IRAC5550i NS WHL07136 + Accessoires
";27/03/2017;31/03/2022;Trimestrielle;20;13322,98;42,22;759,93
;;;JEUN8123;347080301;VINS GUY JEUNEMAITRE;CTR-036716/0001;"Lexmark XC2132 - NS S75272494623VP
";01/01/2017;31/12/2019;Trimestrielle;12;922,94;0;94,98
;;;KALIOP8504;820399319;KALIOPE ;CTR-035907/0001;"CANON IR C5030i - NS GNM87589_x000D_
";16/06/2016;30/06/2019;Trimestrielle;12;2590,78;43,52;264
;;;;;;CTR-039586/0001;"SHARP MX-3070NEU NS 85109251 + Accessoires
";23/05/2018;30/09/2023;Trimestrielle;21;5973,72;145,91;340,46
;;;LADAPT7125;775693385;LADAPT CHATEAU RAUZE;CTR-033788/0001;"SHARP MX-3140NSF - NS 48003769_x000D_
";08/05/2015;30/09/2020;Trimestrielle;21;5927,24;251,95;342
;;;MAMBES1135;213300049;MAIRIE D'AMBES;CTR-031130/0001;TASKALFA 4501I - NS L7Q3500078;30/09/2013;30/09/2018;Trimestrielle;20;3480;51,29;210,44
;;;;;;CTR-034091/0001;"TASKALFA 2551ci - NS LHD4Z25706_x000D_
";27/05/2015;30/06/2020;Trimestrielle;20;3423,18;128,62;207
;;;MBOULI1818;213300650;MAIRIE DE BOULIAC;CTR-033042/0001;"TASKALFA 2551CI - NS LHD4819059_x000D_
";29/10/2014;31/12/2019;Trimestrielle;20;3968,91;215,96;240
;;;MEDOCA5495;309787588;CIE MEDOCAINE DES GRANDS CRUS;CTR-036879/0001;"CANON IRAC5550i NS WHL03918 - WHL03915  + Accessoires 
";01/04/2017;30/06/2022;Trimestrielle;21;38570,1;0;2100
;;;;;;CTR-038072/0001;"CANON IR C255i NS WKL12999
";13/10/2017;31/12/2022;Trimestrielle;20;2282,12;120;138
;;;ONYXA7500;464202373;VEOLIA PROPRETE AQUITAINE;CTR-032420/0001;CANON IR C5235i - NS JWF44048;07/08/2014;30/09/2017;Trimestrielle;12;4890;309,18;435,21
;;;;;;CTR-032435/0001;IR ADVANCE C2225i - NS LYE50936;01/08/2014;30/09/2017;Trimestrielle;12;3348,31;246,59;298
;;;ONYXG0168;46420237300294;VEOLIA PROPRETE AQUITAINE;CTR-033006/0001;"CANON IR C5235i - NS JWF64754_x000D_
";17/10/2014;31/12/2017;Trimestrielle;12;6000;490,13;534
;;;PICHON1717;41141087100015;SNCE CHATEAU PICHON;CTR-036878/0001;"CANON  IR C5535i NS WHR07412 + Accessoires
";01/04/2017;30/06/2022;Trimestrielle;21;10744,55;0;585
;;;SIASO6847;302475041;PSA RETAIL FRANCE SAS;CTR-029432/0001;COPIEURS IR1024IF - NS : DRQ50789 - DRQ50790;27/11/2012;31/12/2017;Trimestrielle;20;3290;115,71;199
;;;;;;CTR-029548/0001;20 PRESS CAPTURES (STYLO+LICENCE);30/11/2012;31/12/2017;Trimestrielle;20;11625;275,09;675,88
;;;;;;CTR-034093/0001;"CANON IRA C2230i - NS LYB54181_x000D_
";29/05/2015;30/06/2020;Trimestrielle;20;6247,94;183,52;370,94
;;;;;;CTR-032001/0001;MATERIEL INFORMATIQUE ;10/04/2014;30/06/2017;Trimestrielle;12;5399,54;497,75;498
;;;;;;CTR-032053/0001;RENOUVELLEMENT PARC MACHINE ET LOGICIEL;01/07/2014;30/06/2019;Trimestrielle;20;238547,31;0;13434,16
;;;;;;CTR-032117/0001;COPIEUR CANON IR C2230 - NS LYB09078;22/05/2014;30/06/2019;Trimestrielle;20;6499,92;218,63;385,9
;;;;;;CTR-032118/0001;"SIASO RIVE DROITE _x000D_
COPIEUR CANON IRA C2230I - NS LYB09389";22/05/2014;30/06/2019;Trimestrielle;20;6499,92;218,63;385,9
;;;SOMIFA6040;485165161;FAYAT IMMOBILIER;CTR-034488/0001;"CANON IRA 5250i - NS JMN30420_x000D_
";31/08/2015;31/12/2020;Trimestrielle;21;10436,19;244,1;579
;;;;;;CTR-036862/0001;"CANON IRA C5560i NS WHJ02549 + Accessoires
";05/01/2017;30/06/2022;Trimestrielle;21;12374,46;659,33;690
;;;SOPRA6362;314467101;SOPRA ;CTR-032228/0001;IR ADVANCE C2225I - NS MYE22245;19/06/2014;30/09/2019;Trimestrielle;21;4724,94;85,2;274,5
;;;SUDUIR6190;411411788;SNCE CHATEAU SUDUIRAUT;CTR-036894/0001;"CANON IR C3325i NS QTS28798 + Accessoires
";01/04/2017;30/06/2022;Trimestrielle;21;6428,36;0;350
;;;TAMTAM6914;339454761;TAM TAM;CTR-033353/0001;"CANON IR C350I - NS QNU01806_x000D_
";23/12/2014;31/12/2019;Trimestrielle;20;3119,06;67,45;188,61
;;;;;;CTR-033352/0001;"CANON IR 500i - NS GLN01581 _x000D_
IRA 6255I - NS NMY12284_x000D_
";01/04/2015;30/06/2020;Trimestrielle;21;16802,5;49;943,16
;;;;;;CTR-037708/0001;IMAGERUNNER ADVANCE 6555I - NS SMF03946;27/07/2017;31/12/2022;Trimestrielle;21;12000;480,02;669,12
;;;TAMTAM9494;339454761;TAM TAM;CTR-033841/0001;"CANON IR 500i -NS QLN02200 _x000D_
CANON IRA 6255i - NS NMY13568 _x000D_
LBP 7780Cx - NS MMKA026109_x000D_
";02/06/2015;30/09/2020;Trimestrielle;21;16778,37;349,52;943
;;;TESSI2500;483043337;TESSI CHEQUES;CTR-036373/0001;"SHARP MX-2640NSF NS 5506339 ACCUEIL RDC+ SHARP MX-M365NSF NS 65020241 RESP BIP 1er ét + SHARP MX-2640NSF NS 55051130 TESSI TECHNOLOGIE 2ème ét - NS 65092585 + SJARP MX-M365NSF NS 65019931 + SHARP MX-M654NEU NS 65000545 PRODUCTION 
";01/10/2016;30/09/2021;Trimestrielle;20;32953,31;0;1879,69
;;;VINSFE6011;819572728;SASU LES VINS AU FEMININ;CTR-032365/0001;"TASKALFA 2551 - NS LHD451043_x000D_
";05/10/2014;31/03/2020;Trimestrielle;21;4819,82;321,61;285
;;;SACICA7626;457210599;SACICAP DE LA GIRONDE ;CTR-039460/0001;"CANON IR C5535i NS XMH10695 + Accessoires
";01/07/2018;30/09/2023;Trimestrielle;21;12371,89;0;698
;;;VICMAR3657;83428427500015;MAÎTRE VICTOR MARIN;CTR-039007/0001;"CANON IR C3525I NS WSH18929 + Accessoires
";07/12/2017;31/03/2023;Trimestrielle;21;6211,28;96,2;354
;;;SOVAL0168;410303515;SOVAL (LAPOUYADE);CTR-037179/0001;"CANON IR C5235i NS JWF48735 + CANON IR 1435IF NS RZR17125
";28/03/2017;31/03/2020;Trimestrielle;12;4073,71;16,8;378
;;;ABE2747;805111903;A B E;CTR-038063/0001;"Solution ZEENDOC FLUX BRONZE 500 Mo
";10/10/2017;31/01/2023;Mensuelle;63;4671,2;63,87;90
;;;;;;CTR-037875/0001;"CANON IR C3555iFC NS WJU02503 + Accessoires
";05/09/2017;31/12/2022;Trimestrielle;21;2788,49;45,78;162
;;;ATOSER5272;399803790;ATOUT SERVICES;CTR-038242/0001;"OKI Pro9431 NS AL69017892 + Accessoires
";15/11/2017;31/03/2023;Trimestrielle;21;6245,9;194,64;381
;;;FAURIE7802;505133074;SELARL FRANCOISE FAURIE ET ASSOCIES;CTR-037866/0001;"CANON IR C5535i NS WHR24076 + Accessoires
";29/08/2017;31/12/2022;Trimestrielle;21;14078,19;281,58;785
;;;LAMANT2118;482060050;LAMY ANTOINE SARL;CTR-038023/0001;CANON IR ADV C3525I NS WSH13408 + Accessoires;29/09/2017;31/12/2022;Trimestrielle;21;3976,18;5,02;231
;;;ESPVU9658;809472202;ESPACE VU;CTR-039266/0001;"Solution Zeendoc Flux Bronze 500MO
";07/03/2018;31/03/2023;Mensuelle;60;3703,7;60,48;75
;;;CIBTP6469;77695046100033;CIBTP   SUD OUEST (TOULOUSE);CTR-039288/0001;"CANON IR BK C256i NS 2AJ05370 + LexMARK XC2132 NS 752714946K3R5 + CANON IRAC5550I NS XME06880 + Accessoires + CANON IRAC5550i NS XME06879 
";09/03/2018;31/03/2023;Trimestrielle;20;25139,37;366,47;1434
;;;JCPSOL0702;798147450;JCP SOLUTION;CTR-039122/0001;"CANON IR C5235i NS JWF11753 
";07/02/2018;31/03/2021;Trimestrielle;12;3621,07;197,87;336
;;Total LARRIGNON Eric;;;;;;;;;;1258983,69;16786,24;71700,57
;;PILI Florian;AAPRA3323;479480279;AANA;CTR-035365/0001;"CANON IR C5235i - NS WGR12517_x000D_
";19/04/2016;30/09/2021;Trimestrielle;21;13612,63;665,09;768
;;;ABAPPL0403;433601184;EURL AB APPLICATION BETON;CTR-031195/0001;"IR ADVANCE C2225I - NS LYE09397_x000D_
Lexmark XC2132: 7527219461R11";30/09/2013;31/12/2018;Trimestrielle;21;9222,54;45,82;535
;;;AFM2800;453078818;S.A.S AFM;CTR-033868/0001;"CANON IRA 7260I - NS UBM00525 _x000D_
IR 1024iF - NS DRQ56157 _x000D_
LBP6680 - NS MKQA889670 - NS MKQA889667 _x000D_
";27/03/2015;30/06/2020;Mensuelle;63;38338,22;113,9;706,19
;;;;;;CTR-035507/0001;"CANON IRAC 5030 - NS GNM55858_x000D_
";20/04/2016;19/04/2019;Trimestrielle;12;3696,37;49;345
;;;AKIDIS1878;443759709;SARL AKIDIS;CTR-039111/0001;"CANON IRA 4545IFR NS UMZ02463 + Accessoires
";01/02/2018;30/06/2023;Trimestrielle;21;8685,28;324,5;495
;;;AMS5563;791707169;AQUITAINE MOBILITE SERVICES;CTR-034682/0001;"CANON IR C3325I - NS QTS01687_x000D_
";01/10/2015;31/12/2020;Trimestrielle;21;7000;49;446,32
;;;;;;CTR-037614/0001;"CANON IR C255i NS WKL08711 + Accessoires
";12/07/2017;31/12/2022;Trimestrielle;21;5000,61;250,92;285
;;;ATEAL2789;499504223;ATE ALU SARL;CTR-030881/0001;KYOCERA TASKALFA 3050CI - N° de série :NZQ3428617;01/10/2013;31/12/2018;Trimestrielle;21;6225,52;0;359
;;;ATECAM8065;492840038;ATELIER CAMBIUM;CTR-034225/0001;"Solution ZEENDOC Flux BRONZE_x000D_
";01/07/2015;30/06/2020;Mensuelle;60;6529,07;49;130
;;;;;;CTR-035905/0001;"CANON  IR C250i - NS QNW28354 - QNW28351 + Accessoires_x000D_
";01/07/2016;30/09/2021;Mensuelle;63;7863,56;0;148,7
;;;;;;CTR-033567/0001;"CANON IR C5235i - NS JWF76776 _x000D_
LBP6780x - NS MXDA136833_x000D_
";10/02/2015;30/06/2020;Mensuelle;21;10491,39;374;184,22
;;;AUTMON4290;801029539;AUTOUR DU MONDE SARL;CTR-034909/0001;"CANON IR C3325I - NS QTS01741_x000D_
";17/11/2015;31/03/2021;Trimestrielle;21;4469,88;188,4;285
;;;BIEC9517;53868767400019;SARL BIEC;CTR-031451/0001;COPIEUR TASKALFA2551CI - NS LHD3X01842;05/12/2013;31/12/2018;Mensuelle;60;3720,03;114,32;75
;;;CABESP1803;428821912;CABINET ESPIE ET ASSOCIES;CTR-031485/0001;PHOTOCPIEUR TASKALFA 3551CI - L8K3Y01893;01/10/2013;31/12/2018;Trimestrielle;21;9563;4000;343,98
;;;CABMAR0154;481016137;CABINET MARTY;CTR-037171/0001;"CANON IRAC 5030 NS GNM97964
";01/04/2017;31/03/2020;Trimestrielle;12;5204,38;0;480
;;;CESM7676;389698416;CESM;CTR-035556/0001;"CANON IR C3320I - NS QTT13008 - QTT12997 _x000D_
";01/04/2016;30/06/2021;Trimestrielle;21;12464,13;49;695
;;;CLS6967;412329138;CUISINES ET BAINS C.L.S;CTR-031294/0001;"taskalfa 2550ci - ns NUZ23108790_x000D_
lexmark xm1145a4 - ns 701531HH02L2H";30/10/2013;31/12/2018;Trimestrielle;20;3720,85;203,08;225
;;;CMB;432530830;CAPEA;CTR-026416/0004;Contrat Forfait Intégral - ACER;04/06/2015;30/09/2020;Trimestrielle;21;4004;75,75;255,3
;;;;443759709;;CTR-030796/0004;Contrat Forfait Intégral - SARL AKIDIS;01/07/2016;30/09/2021;Trimestrielle;21;1285,82;0;75,57
;;;;333109288;;CTR-030947/0006;Contrat Forfait Intégral - APAFED;01/04/2015;30/06/2020;Trimestrielle;21;3443,38;0;200
;;;;479022360;;CTR-033074/0003;Contrat Forfait Intégral AG MENUISERIE;29/10/2014;31/03/2020;Trimestrielle;21;3500,07;141,45;203,34
;;;;492563861;;CTR-033462/0003;Contrat Forfait Intégral - SARL CPESO;12/01/2015;30/06/2020;Trimestrielle;21;2037;103,88;118,34
;;;;804899052;;CTR-035834/0003;Contrat Forfait Intégral - CENTRE DE RENOVATION DURABLE;03/06/2016;30/09/2021;Trimestrielle;21;2183,97;39,04;126,88
;;;;34892549600013;;CTR-035113/0003;Contrat Forfait Intégral - OPTIQUE GENICART;17/12/2015;31/03/2021;Trimestrielle;21;561;6,15;37,75
;;;;348866385;;CTR-034732/0009;Contrat Forfait Intégral - APPLIC FROID;04/06/2018;30/09/2023;Trimestrielle;21;2199,63;37,92;127,79
;;;;80835158900011;;CTR-039681/0002;Contrat Forfait Intégral - LYNX FRANCE;01/07/2018;30/06/2021;Trimestrielle;12;2300,03;0;213,42
;;;;382692630;;CTR-033584/0007;Contrat Forfait Intégral - TOUTE LA PRESSE;01/10/2016;31/12/2021;Trimestrielle;21;4499,96;0;261,43
;;;;333109288;;CTR-030947/0011;Contrat Forfait Intégral - APAFED;01/10/2016;31/12/2021;Trimestrielle;21;5693,38;0;324,5
;;;;309965929;;CTR-027672/0011;Contrat Forfait Intégral - CORDELIERS (LES);01/10/2016;31/12/2021;Trimestrielle;21;1500,01;0;87,13
;;;;519949739;;CTR-037183/0004;Contrat Forfait Intégral - ECLOSION;29/03/2017;30/06/2022;Trimestrielle;21;788,97;1,77;53,09
;;;;538692492;;CTR-037420/0004;Contrat Forfait Intégral - EURL TISO;17/02/2017;30/06/2022;Trimestrielle;21;1399,75;38,85;81,32
;;;;504570474;;CTR-031932/0007;Forfait Contrat Intégral - CD VERRE;22/11/2016;31/03/2022;Trimestrielle;21;4721,92;130,9;301,07
;;;;309965929;;CTR-027672/0014;Contrat Forfait Intégral - LES CORDELIERS ;01/10/2016;31/12/2021;Trimestrielle;21;5000,97;0;283,52
;;;;403379423;;CTR-025938/0006;Contrat Forfait Intégral - CABINET MARTIN DANIEL;11/12/2017;31/03/2023;Trimestrielle;21;6300,07;81,96;359,06
;;;;480808740;;CTR-026390/0005;"Contrat Forfait Intégral - ALU PREFERENCE
";21/03/2017;30/06/2022;Trimestrielle;21;1699,95;12,07;98,76
;;;;439511635;;CTR-030433/0002;Contrat Forfait Intégral - PESSAC AUTOMOBILES;01/07/2017;30/09/2022;Trimestrielle;21;1899,61;0;110,36
;;;;389135559;;CTR-031620/0002;Contrat Forfait Intégral - MICROSET;01/07/2017;30/09/2022;Trimestrielle;21;6664,33;0;379,82
;;;;828410548;;CTR-037881/0004;Contrat Forfait Intégral - OPTIQUE MALAUZAT;19/10/2017;31/03/2023;Trimestrielle;21;899,37;42,03;52,25
;;;;479356834;;CTR-025874/0003;"Contrat Forfait Intégral - DYNAMIC PEINTURE
";01/10/2017;31/12/2022;Trimestrielle;21;4599,28;0;267,2
;;;;44788178000251;;CTR-031694/0005;Contrat Forfait Intégral - ETUDE ANDRIVEAU;23/11/2017;31/03/2023;Trimestrielle;21;3199,7;82,84;185,88
;;;;349334391;;CTR-026068/0008;Contrat Forfait Intégral - MAISON DE LA PRESSE LA CARAVELLE;01/04/2018;30/06/2023;Trimestrielle;21;2099,97;0;122
;;;COFRAB2977;461200495;COFRABLACK-ORION ENGINEE;CTR-032483/0001;"TASKALFA 3551ci - NS L8K4505217

";10/09/2014;30/09/2018;Trimestrielle;12;8879,97;235,95;487,34
;;;CORENS4000;778116186;CORENSO FRANCE;CTR-034089/0001;"SHARP MX-3140NSF - NS 58001202 _x000D_
SHARP MX-B382SF - NS 4500373Y_x000D_
";28/07/2015;31/12/2020;Trimestrielle;21;14061,67;607,86;791
;;;;;;CTR-038067/0001;"CANON IR C5235i NS JWF51613
";01/01/2018;31/03/2023;Trimestrielle;21;4942,27;0;285
;;;COTOUE0663;431975127;COTE OUEST;CTR-036880/0001;"CANON IR C5235i NS JWF40844
";01/04/2017;30/06/2022;Trimestrielle;21;13780,84;0;863
;;;DESPAG5508;342626553;SAS DESPAGNE;CTR-036596/0001;"CANON IR C3320i - NS QTT23637 + Accessoires
";01/01/2017;31/03/2022;Trimestrielle;21;6556,98;0;377
;;;DIGNEA1313;513115956;MR DIGNEAUX;CTR-030814/0001;COPIEUR CAONO IRC2380 - NS DCF24700;05/07/2013;30/09/2018;Trimestrielle;20;2521,91;185,87;152,5
;;;DMO1800;34364947100038;DMO;CTR-030849/0001;COPIEUR TASKALFA KYO 300I - NS : QZK3126358;01/10/2013;30/09/2018;Trimestrielle;20;2895,81;0;179
;;;FAUGER3499;388396921;SARL CHATEAU FAUGERES;CTR-034532/0001;IR ADVANCE C2225 - NS LYE63245;01/10/2015;31/12/2020;Trimestrielle;21;6319,88;0;390
;;;;;;CTR-037936/0001;"SHARP MX-3070NEU NS 65089965  + Accessoires
";13/09/2017;31/12/2022;Trimestrielle;21;8404,98;93,72;479
;;;FICEPF1555;75028893800012;FICEP FRANCE SAS;CTR-035253/0001;"CANON IR 4225I - NS QXM11189 _x000D_
CANON IR C3325I - NS QTS10699_x000D_
";04/02/2016;31/03/2021;Trimestrielle;20;9176,56;416,87;587,3
;;;;;;CTR-032329/0001;CANON IR ADVANCE C5235I - NS JWF40711;17/07/2014;30/09/2019;Trimestrielle;20;8994,44;490,13;534
;;;GAIRIN0981;31845200000000;GAIRIN-CALVO;CTR-033521/0001;"CANON IR C2225i - NS LYE55416_x000D_
";27/01/2015;31/03/2020;Trimestrielle;20;4828,84;207,64;292
;;;GALLAN0720;40383448400020;SOCIETE GALLAND;CTR-030854/0001;CANON IR ADVANCE C5235I - NS : JWF20350;23/07/2013;30/09/2018;Trimestrielle;20;7023,75;357,28;417
;;;GEPAH20001;753242346;GEPAH 2;CTR-035546/0001;"SHARP MX-4070NEU - NS 5508167Y + Accessoires_x000D_
";01/04/2016;30/06/2021;Trimestrielle;21;25720,98;49;1427
;;;;;;CTR-038346/0001;"IPC 650 NS WJD10985 + Accessoires
";06/12/2017;31/03/2023;Trimestrielle;21;61988,3;988,57;3498
;;;;;;CTR-039336/0001;"SHARP MX-2630NEU NS 7514357700 - 75143327 + Accessoires
";01/04/2018;30/06/2023;Trimestrielle;21;11782,64;0;657
;;;HABCOU8944;808166821;HABITAT COURTAGE;CTR-033775/0001;"CANON IR C5030i - NS GNM58942_x000D_
";23/03/2015;31/03/2019;Trimestrielle;16;3270;72,7;237
;;;;;;CTR-035282/0001;"TASKALFA 2550ci - NS NUZ2Z08204_x000D_
";08/02/2016;31/03/2021;Trimestrielle;20;3199,93;161,7;193,5
;;;IMPBAI1700;46520004600022;IMPRIMERIE BAILLET;CTR-034624/0001;"SHARP MX-M282N - NS 05029507_x000D_
";15/10/2015;14/01/2021;Trimestrielle;21;2430,13;49;160
;;;JURIFI8472;438038721;JURIFISC;CTR-031416/0001;"FS-C2126 - NS NN93930989_x000D_
 ";01/12/2013;31/03/2019;Trimestrielle;21;2840,12;55,6;165
;;;LAFPEY6054;41423974900024;CHATEAU LAFAURIE PEYRAGUEY;CTR-035147/0001;"CANON IR C2030i - NS EZU02523_x000D_
";05/01/2016;30/06/2021;Trimestrielle;21;2835,85;216,31;175
;;;LAPALU4999;331151753;SAS LAPALUS MASSIE;CTR-034428/0001;"CANON IR C351if - NS QNV01154_x000D_
";31/07/2015;31/12/2020;Trimestrielle;21;6022,58;307,78;384
;;;;;;CTR-039265/0001;"CANON IRAC5550i NS XME07097 + Accessoires
";01/04/2018;30/06/2023;Mensuelle;63;26872,96;0;495
;;;LAPORT5411;439508540;MR LAPORTE;CTR-034489/0001;"CANON IR C2025i -NS KWT09830_x000D_
";31/08/2015;30/09/2018;Trimestrielle;12;2031,4;118,75;207
;;;MARACA7070;450656194;ARTEJUL CONSEIL;CTR-033967/0001;"CANON IR C5235i - NS JWF77281_x000D_
";22/04/2015;30/09/2020;Trimestrielle;21;6790,31;346,69;387
;;;MCARIG2162;213300999;MAIRIE DE CARIGNAN;CTR-036722/0001;COPIEUR CANON IRAC5550I - NS WHL03719;01/01/2017;31/03/2022;Trimestrielle;21;20898,56;0;1165
;;;MERITH6356;531706463;MERITHALLE;CTR-039024/0001;"CANON IR C3525I NS WSH20706 + Accessoires
";15/01/2018;30/06/2023;Trimestrielle;21;6053,37;291,33;345
;;;MIPP6500;458202611;MIPP;CTR-031712/0001;TASKALFA 3010I - NS LCA3X00534 / LCA3X00521;13/02/2014;28/02/2019;Mensuelle;60;6800;77,71;136
;;;MOTTAR4708;382549749;J.L MOTTARD SARL;CTR-039434/0001;"CANON IR C3530I NS XTU00754+ Accessoires
";13/04/2018;30/09/2023;Trimestrielle;21;7983,44;395;455
;;;NATJOH2080;78180636900026;NATH JOHNSTON  & FILS SA;CTR-034141/0001;"CANON IR C5235i - NS JWF71333_x000D_
";10/06/2015;30/09/2020;Trimestrielle;21;6983,31;91,85;398
;;;PASSIO1254;49462700000000;PASSIONNEMENT CHATEAUX;CTR-037125/0001;"LEXMARK XC4140 NS 75286220108LB + Accessoires
";01/04/2017;30/06/2022;Trimestrielle;21;3597,49;0;209
;;;PASTOR1212;326554847;PASTORINO ET FILS SAS;CTR-038118/0001;"CANON IR C5540I NS XMF01067 + Accessoires
";01/01/2018;31/03/2023;Trimestrielle;21;10280,37;0;580
;;;PREVEN1074;775719792;PREVENTION ROUTIERE;CTR-035653/0001;COPIEUR IR ADVANCE C3320 - NS QTT14160;23/06/2016;30/09/2021;Trimestrielle;21;6503;81,97;375
;;;RCB5525;388886483;RCB MAISON DIAS;CTR-035193/0001;"CANON IR 2380I - NS DCF22902_x000D_
";01/02/2016;31/01/2018;Trimestrielle;8;1080,3;0;148,5
;;;RDI5541;422357863;RDI;CTR-036034/0001;"CANON C3325I - NS QTS19835 - QTS20819 + Accessoires_x000D_
";08/07/2016;31/12/2021;Trimestrielle;21;15001;827,42;895,56
;;;RELAMI6534;809943137;RELAIS AMICALE MALAKOFF;CTR-034745/0001;"IR C2225i - NS LYE22497_x000D_
";15/12/2015;31/12/2020;Trimestrielle;20;3043,16;87,62;209
;;;REV1000;38881538300012;REALISATION ENVIRONNEMENT ;CTR-030215/0001;COPIEUR CANON IRA C2220I - NS : LYK01807;25/03/2013;30/06/2018;Trimestrielle;21;7474,6;73,13;426
;;;SIGMA0224;433994621;SIGMA RESEAUX SARL;CTR-033293/0001;"KYOCERA TASKALFA 2551ci - NS LHD4819188 - NS LHD4819190 _x000D_
ECOSYS M3040 - NS LSE4902511_x000D_
";01/01/2015;31/03/2020;Trimestrielle;21;10519,33;49;590
;;;SIGPRO7038;82019850500019;SIGNATURE PROMOTION;CTR-038239/0001;"SHARP MX-3070NEU NS 65060425 + Accessoires
";01/01/2018;31/03/2023;Trimestrielle;21;6053,27;0;347
;;;SOMENA3791;523901395;SOMENALU;CTR-035772/0001;"CANON IR C5035i - NS GNY55863_x000D_
";01/07/2016;30/09/2021;Trimestrielle;21;6114,01;49;350,5
;;;SOVIA3388;39536879800033;SOVIA;CTR-038394/0001;"Lexmark XM1145 NS 70157GHH1GZML
";13/12/2017;31/03/2023;Trimestrielle;21;998,35;11,98;58
;;;;;;CTR-037864/0001;"Lexmark XC4140 NS 7528711011095 - 7528711011154 - 75287110110HR - 75287110110M2 - 75287110110L8
";01/10/2017;31/12/2022;Trimestrielle;21;7047,25;0;404
;;;TASTET9898;395131022;STE TASTET LAWTON;CTR-030969/0001;CANON IR ADVANCE 400I- NS PYC00652;06/09/2013;30/09/2018;Trimestrielle;20;3472,8;97,07;210
;;;;;;CTR-033294/0001;"CANON IR C5235i - NS JWF69160_x000D_
";01/01/2015;31/03/2020;Trimestrielle;21;13906,92;49;780
;;;TCM1818;457208155;TCM;CTR-037533/0001;"CANON IR C3525i NS WSH06101 + Accessoires
";01/07/2017;30/06/2022;Mensuelle;60;9492,72;0;189
;;;THEPON0611;423447507;THEATRE DU PONT TOURNANT;CTR-031941/0001;COPIEUR IRC 2380 - NS DCF00469;05/04/2014;04/07/2019;Trimestrielle;21;4532,32;49;263,61
;;;TREEMP5479;344456389;TREMPLIN POUR L'EMPLOI;CTR-031955/0001;IMPRIMANTE LEXMARK XC2132 - NS 7527469463FDF;28/03/2014;30/06/2019;Trimestrielle;21;1290;52,33;74,95
;;;VIVRAD0698;504912072;VIVRADOM;CTR-035708/0001;"CANON  IR C250i - NS QNW28343_x000D_
";02/05/2016;30/09/2021;Trimestrielle;21;3046,47;165,7;177
;;;SAGD0171;443663364;SAGD;CTR-039716/0001;"SHARP 2314NSF NS 4509306Y
";01/07/2018;30/06/2021;Trimestrielle;12;5095,95;0;470
;;;NATHAL0505;42261284600101;NATHALIS SARL;CTR-039704/0001;CANON IR1435IF NS RZR29090 + LBP252dw NS NEEA080911 + Scanner DR-C240 NS HD447299;02/07/2018;31/12/2023;Trimestrielle;21;2491,53;189,46;142
;;;;;;CTR-039555/0001;"Lexmark XC4140 NS 75287520121M9 + CANON DR-C240 NS HD447302 + LBP 252dw NS NEEA085504
";18/05/2018;30/09/2023;Trimestrielle;21;2754,72;75,91;157
